X,Y
6.340963127445838836e+02,3.870929083008608131e+02
6.305828641710812690e+02,3.692667166672426902e+02
6.289262311419774960e+02,3.452784862225209963e+02
6.283727822022785858e+02,3.190419799832380932e+02
6.274360595874213686e+02,3.141814430457837943e+02
6.272699391522368160e+02,3.254256717436817326e+02
6.265084787639525530e+02,3.446530740140163971e+02
6.263563935046469169e+02,3.509834153521842381e+02
6.273304629428180306e+02,3.424648151388993256e+02
6.270531930825425206e+02,3.217534553502359245e+02
6.265197636895181859e+02,3.066919791078383923e+02
6.266977291573157345e+02,3.096349704659970143e+02
6.265218334429146125e+02,3.217952439322854730e+02
6.266101869594376694e+02,3.409318322070424188e+02
6.268848541944696535e+02,3.582224858644234473e+02
6.265036277269265383e+02,3.607118981514641973e+02
6.262278549275333717e+02,3.577423232531400572e+02
6.267106873072266353e+02,3.570467304426811097e+02
6.264217082438392481e+02,3.579267597071612954e+02
6.249810398992733553e+02,3.583302044024517272e+02
6.230118222279515976e+02,3.608485967107045553e+02
6.209894039877372052e+02,3.639493966512524139e+02
6.191830959373464793e+02,3.686204667299168136e+02
6.191313343853934157e+02,3.736297014611054124e+02
6.194425295055102652e+02,3.786239094555865563e+02
6.193395367976577290e+02,3.811475731773374491e+02
6.197011109505203876e+02,3.808986931236080977e+02
6.204192324650837236e+02,3.768598916906672684e+02
6.216642097148915127e+02,3.730907486673140738e+02
6.234189585063348886e+02,3.664430519660970731e+02
6.248490705358127570e+02,3.559083498770243636e+02
6.255332520088943511e+02,3.421631953376496540e+02
6.266927464341039240e+02,3.271010598044086919e+02
6.283215420243814151e+02,3.199594368601869405e+02
6.315769864151898219e+02,3.277049811053124699e+02
6.350519371999274654e+02,3.366980165978084187e+02
6.394532145782713997e+02,3.484684326059031036e+02
6.441076246004013228e+02,3.580148222377446245e+02
6.488722736693430306e+02,3.638173837007858538e+02
6.536704157943750033e+02,3.692602435072548133e+02
6.575168477005148588e+02,3.743645712384011404e+02
6.613396551121691118e+02,3.709258919506736447e+02
6.650713851760019679e+02,3.678472714880103922e+02
6.690510691661874034e+02,3.704727528966961358e+02
6.728178940177075447e+02,3.640007125779133048e+02
6.773594599914194987e+02,3.552414280028426106e+02
6.818897431190380303e+02,3.482478559660456199e+02
6.874093176381470585e+02,3.419220741257980762e+02
6.925901519237511366e+02,3.426355312097291517e+02
6.967013767334074146e+02,3.512726498289742949e+02
7.005956361767903218e+02,3.539575957320305406e+02
7.035800864265913788e+02,3.516103866632444692e+02
7.067594764930428255e+02,3.545316996089452459e+02
7.095738417986909781e+02,3.589208853586329155e+02
7.127844944196156121e+02,3.689063640375439945e+02
7.151616702848116347e+02,3.803986482715030775e+02
7.189250649358846204e+02,3.946298455516034664e+02
7.222154771793964301e+02,3.955022608717605976e+02
7.258858748061020378e+02,3.941047528190332514e+02
7.291320778223762318e+02,3.904496960649174753e+02
7.326781717910339466e+02,3.895655607237047207e+02
7.357875672845025292e+02,3.914376266543392830e+02
7.394201380672639061e+02,3.967847856474825221e+02
7.427851417825272620e+02,3.991317163383217235e+02
7.465616375976741210e+02,4.003900109000177281e+02
7.503366400315291003e+02,3.954915124653697376e+02
7.546556341790226270e+02,3.890608544665392401e+02
7.589922452946502744e+02,3.797609016714147856e+02
7.635888269885883801e+02,3.723214007992741017e+02
7.681000528029123871e+02,3.709802231183025469e+02
7.730137012113814308e+02,3.742879575912960490e+02
7.790371918064903412e+02,3.767404444663073946e+02
7.861577827310941302e+02,3.802940716107970047e+02
7.930873961365477953e+02,3.871462586005687285e+02
7.999826109778737191e+02,3.985579539408448682e+02
8.055540425938920635e+02,4.087876219180669182e+02
8.089618876427305167e+02,4.198200993083464709e+02
8.115079129198808232e+02,4.276754824112121014e+02
8.141517280280729665e+02,4.356599892061854007e+02
8.166300786892271617e+02,4.447281565208603524e+02
8.194156736296627059e+02,4.522055047226197075e+02
8.214292344551390670e+02,4.541231294256929800e+02
8.220796027368078285e+02,4.547056653314268715e+02
8.218540530292905260e+02,4.528619099993979376e+02
8.203242467796310393e+02,4.540953936208487676e+02
8.223321070091113825e+02,4.543213870514282462e+02
8.268428398636499423e+02,4.488388258763228009e+02
8.317256155477841730e+02,4.414097367366237563e+02
8.363410105341004055e+02,4.354452102208938413e+02
8.383054056179337294e+02,4.303034328728174387e+02
8.372912379329982286e+02,4.282178830113594472e+02
8.386531403596892460e+02,4.279731602065732545e+02
8.406192735723607257e+02,4.271317632681963232e+02
8.428288582615667792e+02,4.274840382176334970e+02
8.469362331660081509e+02,4.303235961152663549e+02
8.516255714285487102e+02,4.327513372995246641e+02
8.573523829525131532e+02,4.339770835029553382e+02
8.625493921333654725e+02,4.355931729076377223e+02
8.665666199471124855e+02,4.376714954132136768e+02
8.695453231580586362e+02,4.297154705510022268e+02
8.722721202389227528e+02,4.194099774573515447e+02
8.752448174802741505e+02,4.103391802995865305e+02
8.784213604719908517e+02,4.045350724317514164e+02
8.810768066127552629e+02,4.041399724713321575e+02
8.845046149070155934e+02,4.075041503141181920e+02
8.882068851831476195e+02,4.078202590603058297e+02
8.920861815071276624e+02,4.026598324418195034e+02
8.959926682293960312e+02,3.936126708307999706e+02
9.006835595616270211e+02,3.921629244641823675e+02
9.057782849923477215e+02,4.001463094814326951e+02
9.114585375078127072e+02,4.161784206800740549e+02
9.171091240164521423e+02,4.373381794963207767e+02
9.220394599104311055e+02,4.529336054044807156e+02
9.257843811933706775e+02,4.606361601876731129e+02
